OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_Sector_6M,Transaction_Count,Min_Transaction_Value,Avg_Transaction_Value,Total_Transaction_Value,Avg_Days_Between_Transactions,Number_of_Companies,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,0
1210402,GERBER MURRY,0.43938023632465156,1.1817974310619164,1.5161994241347023,0.20087533097948349,0.42540068487790483,0.562723073714559,-0.09727664422619699,0.36298941426501813,0.5260819590137444,0.23850490534516808,0.7563967461840115,0.9534763504201433,0.5366568805508486,0.8188080167968983,0.9901174651209579,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,2278.4,795223.0066666667,4771338.04,341.0,1.0,2015.0,2020.0,4.0,HAL,Energy,Large Cap,
1210413,DALOIA G PETER,1.8,2.52,3.35,0.01,0.13,0.25,0.0,0.16,0.27,1.79,2.39,3.1,1.8,2.36,3.08,1.0,1.0,1.0,1.0,614250.0,614250.0,614250.0,0.0,1.0,2015.0,2015.0,1.0,FMC,Materials,Mid Cap,
1210484,HACHIGIAN KIRK S,0.07589363305901438,0.12846087878518553,0.16664206749358335,0.05151298732979827,0.1158323457717243,0.09417647280248924,0.0431015291821482,0.0233670983191426,0.010039073761055487,0.02438064572921611,0.01262853301346123,0.0724655946910941,0.03279210387686618,0.10509378046604292,0.15660299373252787,0.4,0.3,0.4,10.0,1273.58,322429.673,3224296.73,345.0,2.0,2015.0,2024.0,5.0,NEE,Utilities,Large Cap,
1210581,LAMPEREUR ANDREW,0.02,-0.28,-0.13,0.04,0.0,0.0,0.02,-0.03,-0.01,-0.02,-0.28,-0.13,0.0,-0.25,-0.12000000000000001,0.0,0.0,0.0,1.0,83860.0,83860.0,83860.0,0.0,1.0,2014.0,2014.0,1.0,GNRC,Industrials,Large Cap,
1210982,LEIBOWITZ REUBEN S,-0.04325046887695429,0.11963868072506703,0.25625937255435044,0.10916157575121102,0.17277046019587278,0.227328692736391,0.0430727049535692,0.055633483898988215,0.07885777575604909,-0.15241204462816532,-0.053131779470805746,0.028930679817959437,-0.08632317383052349,0.06400519682607882,0.17740159679830136,0.3333333333333333,0.38095238095238093,0.38095238095238093,21.0,25055.0,54213.12666666667,1138475.6600000001,128.0,1.0,2017.0,2024.0,6.0,SPG,Real Estate,Large Cap,
1211199,NORRIS PAUL J,1.8,2.52,3.35,0.01,0.13,0.25,0.0,0.16,0.27,1.79,2.39,3.1,1.8,2.36,3.08,1.0,1.0,1.0,1.0,287140.0,287140.0,287140.0,0.0,1.0,2015.0,2015.0,1.0,FMC,Materials,Mid Cap,
1211696,NOVAK DAVID C,0.52,0.93,0.99,0.04,0.16,0.27,0.04,0.15,0.23,0.48000000000000004,0.77,0.72,0.48000000000000004,0.78,0.76,1.0,1.0,1.0,1.0,637014.9,637014.9,637014.9,0.0,1.0,2015.0,2015.0,1.0,YUM,Consumer Discretionary,Large Cap,
1212425,REAGAN JAMES,-0.23,0.02,0.09,0.05,0.17,0.24,0.05,0.19,0.25,-0.28,-0.15000000000000002,-0.15,-0.28,-0.17,-0.16,0.0,0.0,0.0,1.0,121758.0,121758.0,121758.0,0.0,1.0,2016.0,2016.0,1.0,LDOS,Industrials,Large Cap,
1212449,BALSON ANDREW,-0.12000000000000001,0.18,0.38,-0.11,0.020000000000000004,0.07,-0.09,0.030000000000000002,0.060000000000000005,-0.010000000000000009,0.15999999999999998,0.31,-0.030000000000000013,0.15,0.32,0.0,1.0,0.0,2.0,996367.1,1245739.7,2491479.4,0.0,1.0,2015.0,2015.0,1.0,DPZ,Consumer Discretionary,Large Cap,
1212809,DUFFY TERRENCE A,-0.10201310668277612,-0.29201310668277614,-0.22,-0.10396067995167164,-0.19201310668277613,-0.12,-0.12396067995167165,-0.15,-0.19000000000000003,0.001947573268895525,-0.1,-0.1,0.02194757326889553,-0.14201310668277614,-0.02999999999999997,0.8571428571428571,0.0,0.8571428571428571,7.0,22020.0,63021.28571428572,441149.0,0.0,1.0,2021.0,2021.0,1.0,CME,Financials,Large Cap,
1212852,SHEPARD WILLIAM R,0.004603192524103438,0.16260116872922248,0.20080078547894176,0.09338860889895398,0.16907726333748457,0.3511663697086028,-0.035042170568609185,0.03362952639856518,0.20951698628036675,-0.08878541637485055,-0.006476094608262095,-0.15036558422966106,0.039645363092712625,0.1289716423306573,-0.00871620080142499,0.07407407407407407,0.07407407407407407,0.48148148148148145,27.0,2145.08,364469.3037037037,9840671.2,109.0,1.0,2016.0,2024.0,5.0,CME,Financials,Large Cap,
1212866,HARRIS MARGERY M,-0.22,0.04,0.07,-0.03,0.09,0.19,-0.1,0.09,0.1,-0.19,-0.049999999999999996,-0.12,-0.12,-0.049999999999999996,-0.03,0.0,0.0,0.0,1.0,46830.0,46830.0,46830.0,0.0,1.0,2015.0,2015.0,1.0,APA,Energy,Mid Cap,
1212969,CAMAREN JAMES LAWRENCE,2404741.1359206312,2613432.4497220954,3002316.970019442,0.20104071363220496,0.37595150960658735,0.42474153705397993,-0.00327996340347667,0.077532021957914,0.12065187557182067,2404740.9348799177,2613432.073770586,3002316.545277905,2404741.1392005947,2613432.3721900736,3002316.8493675664,0.4,0.4,0.4,5.0,135100.0,174880.0,874400.0,313.0,1.0,2020.0,2023.0,2.0,NEE,Utilities,Large Cap,
1213179,CALBERT MICHAEL M,0.033815549100824384,0.04418346389642036,0.10530657491738978,0.13070098429362306,0.2890655690532169,0.35742525540892883,0.20958913447619662,0.3103934904678818,0.34742044486879387,-0.09688543519279869,-0.24488210515679654,-0.25211868049153907,-0.17577358537537224,-0.2662100265714614,-0.2421138699514041,0.18181818181818182,0.0,0.0,11.0,310440.0,620795.9090909091,6828755.0,283.0,2.0,2015.0,2023.0,4.0,DG,Consumer Staples,Large Cap,
1213306,MOREL DONALD E JR,0.07848256361922713,0.40355239482477934,0.6167132208037015,0.028264073344186444,0.05486419329963157,0.11826150287036244,0.036964270413846284,0.08355839259703539,0.1494379230571502,0.05021849027504069,0.3486882015251478,0.4984517179333391,0.04151829320538085,0.31999400222774393,0.4672752977465513,1.0,1.0,0.6666666666666666,3.0,292700.0,389033.3333333333,1167100.0,409.0,1.0,2017.0,2019.0,3.0,CTLT,Health Care,Large Cap,
1213307,WELTERS ANTHONY,0.01,0.13,0.2,0.01,0.05,0.17,-0.03,0.15,0.18,0.0,0.08,0.03,0.04,-0.01999999999999999,0.020000000000000018,0.0,1.0,1.0,1.0,114930.0,114930.0,114930.0,0.0,1.0,2015.0,2015.0,1.0,L,Financials,Large Cap,
1213577,WATTS J C JR,0.04,0.32,0.46,0.15,0.0,0.0,0.19,0.0,0.0,-0.10999999999999999,0.32,0.46,-0.15,0.32,0.46,0.0,0.0,0.0,1.0,49988.8,49988.8,49988.8,0.0,1.0,2023.0,2023.0,1.0,PAYC,Industrials,Large Cap,
1213947,WOYS JAMES,-0.049959002621143896,-0.22502049868942808,-0.1751024934471403,-0.025020498689428055,0.03497950131057195,-0.17000000000000004,-0.01497950131057195,-0.020000000000000004,-0.11004099737885611,-0.02493850393171584,-0.26,-0.005102493447140255,-0.034979501310571946,-0.20502049868942807,-0.06506149606828418,0.0,0.0,0.0,2.0,1852250.0,1859875.0,3719750.0,1.0,1.0,2018.0,2018.0,1.0,MOH,Health Care,Large Cap,
1213975,EDWARDS ROBERT L,-0.26,-0.14,-0.36,-0.02,0.04,0.14,0.06,0.03,0.13,-0.24000000000000002,-0.18000000000000002,-0.5,-0.32,-0.17,-0.49,0.0,0.0,0.0,1.0,711000.0,711000.0,711000.0,0.0,1.0,2015.0,2015.0,1.0,TGT,Consumer Staples,Large Cap,
1213991,STEINOUR STEPHEN D,-0.2871419715020133,-0.16562854985497227,-0.18652394601297,0.07328799117508344,0.12736662808316984,0.20163275877372952,0.06398821739838606,0.18357612553339148,0.217335318154816,-0.36042996267709676,-0.2929951779381421,-0.3881567047866995,-0.3511301889003994,-0.34920467538836375,-0.403859264167786,0.037037037037037035,0.0,0.037037037037037035,27.0,8352.0,124409.35999999999,3359052.7199999997,105.0,1.0,2014.0,2022.0,8.0,HBAN,Financials,Large Cap,
1214193,HENRIKSON C ROBERT,0.39,1.91,1.77,0.16,0.48,0.63,0.07,0.65,0.83,0.23,1.43,1.1400000000000001,0.32,1.2599999999999998,0.9400000000000001,1.0,1.0,1.0,1.0,100393.8,100393.8,100393.8,0.0,1.0,2020.0,2020.0,1.0,IVZ,Financials,Mid Cap,
1214606,BOYD JEFFERY H,0.01,0.1,0.23,0.08,0.18,0.24,0.09,0.16,0.3,-0.07,-0.07999999999999999,-0.009999999999999981,-0.08,-0.06,-0.06999999999999998,0.0,0.0,0.0,1.0,1282700.0,1282700.0,1282700.0,0.0,1.0,2016.0,2016.0,1.0,HD,Consumer Discretionary,Mega Cap,
1214607,MYLOD ROBERT J JR,0.3409294183719008,0.6662381067784054,0.8817496629702732,-0.005131041680370497,0.12189331518025806,0.2637866303605161,-0.09032129893611907,0.07189331518025806,0.1711618939449528,0.3460604600522713,0.5443447915981474,0.6179630326097572,0.4312507173080199,0.5943447915981473,0.7105877690253204,1.0,1.0,1.0,5.0,82914.54,745411.992,3727059.96,6.0,1.0,2022.0,2022.0,1.0,BKNG,Consumer Discretionary,Large Cap,
1214686,BLAYLOCK RONALD E,0.23653332268976324,0.6242253310316613,0.9392278755101431,0.14,0.32,0.34,0.09,0.25,0.25,0.09653332268976322,0.30422533103166133,0.599227875510143,0.14653332268976324,0.37422533103166133,0.6892278755101431,1.0,1.0,1.0,6.0,38620.0,83514.16666666667,501085.0,0.0,1.0,2020.0,2020.0,1.0,PFE,Health Care,Large Cap,
1214978,VERRECCHIA ALFRED J,-0.22,-0.22,-0.27,0.05,0.03,0.08,0.11,0.15,0.28,-0.27,-0.25,-0.35000000000000003,-0.33,-0.37,-0.55,0.0,0.0,0.0,1.0,162450.0,162450.0,162450.0,0.0,1.0,2018.0,2018.0,1.0,IRM,Real Estate,Large Cap,
1214985,GOLDNER BRIAN,-0.1,-0.14,-0.3,0.11,0.15,0.08,0.18,0.17,0.15,-0.21000000000000002,-0.29000000000000004,-0.38,-0.28,-0.31000000000000005,-0.44999999999999996,0.0,0.0,0.0,1.0,1009800.0,1009800.0,1009800.0,0.0,1.0,2018.0,2018.0,1.0,HAS,Consumer Discretionary,Mid Cap,
1215188,CAFARO DEBRA A,-0.36,-0.19,-0.12,-0.01,0.1,0.2,0.03,0.18,0.14,-0.35,-0.29000000000000004,-0.32,-0.39,-0.37,-0.26,0.0,0.0,0.0,1.0,499264.5,499264.5,499264.5,0.0,1.0,2015.0,2015.0,1.0,WY,Real Estate,Large Cap,
1215315,SCHULMAN DANIEL H,-0.24004234753121864,-0.24684909891117296,-0.21033770652564127,0.023213348661547218,0.12644787108870378,0.23974591481268823,-0.09340391255203104,0.03655373991675032,0.09310747983350065,-0.26325569619276584,-0.3732969699998767,-0.45008362133832946,-0.1466384349791876,-0.2834028388279233,-0.3034451863591419,0.0,0.0,0.0,3.0,37554.0,993737.5833333334,2981212.75,189.0,1.0,2022.0,2023.0,2.0,PYPL,Financials,Large Cap,
1215336,LEAHY CHRISTINE A,0.06365822169839698,0.13423993580870913,0.1563016952549661,-0.03639089438947146,0.06360005028736576,0.023132104496458823,-0.019432512500096314,0.14019388984881653,0.10594620825020451,0.10004911608786844,0.07063988552134337,0.13316959075850726,0.08309073419849329,-0.005953954040107401,0.050355487004761584,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,491144.0,496665.50666666665,1489996.52,223.0,1.0,2022.0,2023.0,2.0,CDW,Information Technology,Large Cap,
1215486,SHAW RUTH G,0.3354612868744835,0.2890489557983293,0.47482323733061294,0.014734166334091772,-0.0501748909400226,0.10690721118572562,-0.0016323323486147033,-0.059781327325983694,0.07199664638307748,0.32072712054039176,0.3392238467383519,0.36791602614488733,0.3370936192230982,0.34883028312431297,0.4028265909475355,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,197900.0,215540.42,646621.26,773.0,2.0,2015.0,2019.0,2.0,DTE,Utilities,Large Cap,
1216055,CASPER MARC N,-0.1333387612876778,-0.05,-0.05,0.09,0.0,0.0,0.12,0.0,0.0,-0.2233387612876778,-0.05,-0.05,-0.2533387612876778,-0.05,-0.05,0.0,0.0,0.0,2.0,146600.0,219542.5,439085.0,0.0,1.0,2024.0,2024.0,1.0,SNPS,Information Technology,Large Cap,
1216068,DEKKERS MARIJN E,-1.0,-1.0,-1.0,0.023135667781101533,0.05313566778110153,0.08839697342952665,0.01891958472637691,0.04209044518740102,0.03630652824212564,-1.0231356677811014,-1.0531356677811015,-1.0883969734295267,-1.018919584726377,-1.0420904451874011,-1.0363065282421255,0.0,0.0,0.0,2.0,538600.0,568300.0,1136600.0,733.0,1.0,2015.0,2017.0,2.0,GE,Industrials,Large Cap,
1216098,GALLAGHER THOMAS,-0.1379129307335561,-0.059492594624245734,0.029710816336707715,0.06453667780381989,0.12273779484366429,0.2281572333316711,0.12343345135391214,0.16216625941255672,0.26755901860070813,-0.20244960853737598,-0.18223038946791004,-0.19844641699496338,-0.26134638208746824,-0.22165885403680247,-0.2378482022640004,0.16666666666666666,0.16666666666666666,0.0,6.0,260580.0,334216.6666666667,2005300.0,378.0,1.0,2015.0,2020.0,3.0,GPC,Consumer Discretionary,Large Cap,
1216468,GREENIAUS H JOHN,-0.22,-0.35,-0.32,0.03,0.0,0.11,0.03,0.02,0.15,-0.25,-0.35,-0.43,-0.25,-0.37,-0.47,0.0,0.0,0.0,1.0,199988.0,199988.0,199988.0,0.0,1.0,2019.0,2019.0,1.0,IPG,Communication Services,Large Cap,
1216478,HOLLEY CHARLES M,-0.17,0.05,0.02,0.13,0.15,0.08,0.1,0.55,0.77,-0.30000000000000004,-0.09999999999999999,-0.06,-0.27,-0.5,-0.75,0.0,0.0,0.0,1.0,5876.64,5876.64,5876.64,0.0,1.0,2021.0,2021.0,1.0,PSX,Energy,Large Cap,
1216503,BUSH WESLEY G,0.024487906913294576,0.07036518593418739,0.1449120925155567,0.10248646542166488,0.18314454523267612,0.3432705164876371,0.12411654598219908,0.2790412982299441,0.48919036586252584,-0.07799855850837031,-0.11277935929848873,-0.19835842397208042,-0.09962863906890451,-0.20867611229575672,-0.34427827334696914,0.3333333333333333,0.16666666666666666,0.3333333333333333,6.0,233200.0,379352.4166666667,2276114.5,492.0,4.0,2015.0,2022.0,4.0,DOW,Consumer Discretionary,Large Cap,
1216515,SCHIEVELBEIN THOMAS C,-0.3475295786841093,-0.2075295786841093,-0.09505915736821854,0.14,0.25,0.46,0.05,0.23,0.39,-0.4875295786841093,-0.45752957868410926,-0.5550591573682185,-0.39752957868410926,-0.4375295786841093,-0.4850591573682186,0.0,0.0,0.0,2.0,205460.0,415840.0,831680.0,0.0,1.0,2020.0,2020.0,1.0,HII,Industrials,Mid Cap,
1216519,SUGAR RONALD D,0.14,0.65,0.73,-0.08,0.13,0.37,-0.25,0.0,0.29,0.22000000000000003,0.52,0.36,0.39,0.65,0.44,1.0,1.0,1.0,1.0,952000.0,952000.0,952000.0,0.0,1.0,2019.0,2019.0,1.0,UBER,Industrials,Large Cap,
1216761,ALMEIDA JOSE E,-0.06,0.19,0.32,0.07,0.17,0.27,0.0,0.09,0.18,-0.13,0.01999999999999999,0.04999999999999999,-0.06,0.1,0.14,0.0,1.0,0.0,1.0,499790.25,499790.25,499790.25,0.0,1.0,2016.0,2016.0,1.0,BAX,Health Care,Large Cap,
1217098,KOOP BRYAN J,0.03,0.2,0.27,0.21,0.41,0.59,0.13,0.31,0.49,-0.18,-0.20999999999999996,-0.31999999999999995,-0.1,-0.10999999999999999,-0.21999999999999997,0.0,0.0,0.0,1.0,156000.0,156000.0,156000.0,0.0,1.0,2020.0,2020.0,1.0,BXP,Real Estate,Large Cap,
1217119,LETHAM DENNIS J,-0.19,-0.13,-0.01,0.12,0.21,0.26,0.05,0.06,0.02,-0.31,-0.33999999999999997,-0.27,-0.24,-0.19,-0.03,0.0,0.0,0.0,1.0,143520.0,143520.0,143520.0,0.0,1.0,2016.0,2016.0,1.0,EXR,Real Estate,Large Cap,
1217174,KIMBLE DONALD R,-0.28,-0.23,-0.52,0.07,0.13,0.04,0.05,0.1,-0.16,-0.35000000000000003,-0.36,-0.56,-0.33,-0.33,-0.36,0.0,0.0,0.0,1.0,92750.0,92750.0,92750.0,0.0,1.0,2018.0,2018.0,1.0,KEY,Financials,Large Cap,
1217178,MOONEY BETH E,61688203316827.84,72147892032104.16,80429885983621.22,0.010660046216887431,0.08619960796622272,0.14532422424760366,0.05908960896337248,0.1722053807271698,0.19267535280028428,61688203316827.836,72147892032104.06,80429885983621.08,61688203316827.78,72147892032103.98,80429885983621.03,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0,3067.0,166028.77777777778,1494259.0,184.0,2.0,2014.0,2018.0,4.0,T,Communication Services,Large Cap,
1217496,HEWSON MARILLYN A,-0.10895074283692961,0.06892509727626459,0.19312212592854616,0.1110492571630704,0.10999999999999999,0.1900128227803325,0.08316059426954368,0.299974354439335,0.4673319773611602,-0.22000000000000003,-0.0410749027237354,0.0031093031482136713,-0.1921113371064733,-0.23104925716307043,-0.27420985143261406,0.0,0.5,0.0,2.0,304672.0,361856.0,723712.0,618.0,2.0,2019.0,2021.0,2.0,CVX,Energy,Mega Cap,
1218061,CHASE RODNEY F,-0.06392233406242037,-0.12395685887681623,-0.08411612553778054,0.036027998730786395,0.08205600385076789,0.16607223991363726,-0.02398178871746412,-0.07799185281786264,-0.1200810868723684,-0.09995033279320677,-0.20601286272758412,-0.2501883654514178,-0.03994054534495625,-0.045965006058953595,0.03596496133458786,0.4,0.2,0.4,5.0,25015.68,25042.278,125211.39,366.0,1.0,2015.0,2019.0,5.0,HES,Energy,Large Cap,
1218184,MOORTHY GANESH,0.05414310051107326,0.12400613287904601,0.3227761499148211,-0.006278023850085183,0.062459965928449754,0.2181069846678024,-0.0231550255536627,0.16242793867120953,0.4430909710391823,0.06042112436115844,0.061546166950596254,0.10466916524701872,0.07729812606473596,-0.03842180579216352,-0.1203148211243612,1.0,0.6666666666666666,1.0,3.0,169800.0,489166.6666666667,1467500.0,701.0,1.0,2018.0,2022.0,2.0,MCHP,Information Technology,Large Cap,
1218363,SWAN ROBERT HOLMES,-0.02417413121361726,0.006598847691356156,0.0172902187306104,0.14054250077164154,0.2233236623894482,0.12908835404723448,0.15343721002197497,0.27332795969921064,0.21499256998735689,-0.1647166319852588,-0.21672481469809204,-0.11179813531662408,-0.17761134123559222,-0.2667291120078545,-0.19770235125674648,0.07692307692307693,0.23076923076923078,0.07692307692307693,13.0,199639.76,460003.35846153845,5980043.66,247.0,4.0,2015.0,2023.0,7.0,INTC,Information Technology,Large Cap,
1218672,TAICLET JAMES D JR,0.03,-0.09,-0.19,0.14,0.15,0.33,0.12,0.0,0.19,-0.11000000000000001,-0.24,-0.52,-0.09,-0.09,-0.38,0.0,0.0,0.0,1.0,509537.28,509537.28,509537.28,0.0,1.0,2019.0,2019.0,1.0,LMT,Industrials,Large Cap,
1219007,WHITE MICHAEL D,-0.08315682983621131,0.010488778915107161,0.14393072978513097,0.06008146315251786,0.13352341402254167,0.20680243858752975,0.05,0.13020365788129465,0.2069246333163066,-0.14323829298872917,-0.12303463510743451,-0.06287170880239878,-0.1331568298362113,-0.11971487896618749,-0.06299390353117562,0.0,0.0,0.0,2.0,250215.0,376857.5,753715.0,396.0,2.0,2015.0,2016.0,2.0,BAC,Consumer Staples,Mega Cap,
1219016,BONNEY MICHAEL W,-0.13,-0.09,-0.03,-0.02,0.18,0.35,0.03,0.12,0.23,-0.11,-0.27,-0.38,-0.16,-0.21,-0.26,0.0,0.0,0.0,1.0,5183.2,5183.2,5183.2,0.0,1.0,2019.0,2019.0,1.0,BMY,Health Care,Large Cap,
1219231,GOETZ JAMES J,-0.09085594548642402,-0.3089321163628855,-0.1534042658366312,-0.07359052551589754,0.12296983947963173,0.29945475921944764,0.05929037282120256,0.3423027802768987,0.5050947374714672,-0.017265419970526483,-0.4319019558425172,-0.45285902505607883,-0.1501463183076266,-0.6512348966397842,-0.6584990033080984,0.2,0.0,0.0,5.0,995200.0,2209087.88,11045439.4,177.0,1.0,2019.0,2021.0,2.0,INTC,Information Technology,Large Cap,
1219509,SMILEY MICHAEL C,-0.3,-0.09,0.35,0.02,0.06,0.17,-0.03,0.08,0.31,-0.32,-0.15,0.17999999999999997,-0.27,-0.16999999999999998,0.03999999999999998,0.0,0.0,0.0,1.0,102564.0,102564.0,102564.0,0.0,1.0,2015.0,2015.0,1.0,ZBRA,Information Technology,Large Cap,
1219630,MENCOFF SAMUEL M,-0.13973879737305434,0.005662737311748194,0.14967991852057433,0.0445184693594732,0.10563731696859038,0.1814891373740989,0.034699465022838244,0.0963550008382393,0.16876927045752618,-0.18425726673252754,-0.09997457965684219,-0.031809218853524585,-0.17443826239589258,-0.0906922635264911,-0.019089351936951854,0.10526315789473684,0.21052631578947367,0.10526315789473684,19.0,26111.9,84506.70631578947,1605627.42,45.0,1.0,2014.0,2017.0,4.0,PKG,Materials,Large Cap,
1219691,BLAIR BRYCE,-0.16602993488351322,-0.1048672114355728,-0.031135142560424017,0.044173948694986725,0.08973945898837965,0.16528962529824026,0.03200297717122826,0.08502795796881751,0.12541105486025075,-0.21020388357849995,-0.19460667042395247,-0.19642476785866428,-0.1980329120547415,-0.18989516940439033,-0.15654619742067477,0.16666666666666666,0.0,0.16666666666666666,12.0,14909.03,71050.10666666666,852601.2799999999,155.0,3.0,2015.0,2020.0,5.0,REG,Real Estate,Large Cap,
1219888,HUDSON DAWN E,-0.04,0.72,1.01,0.16,0.48,0.63,0.15,0.53,0.64,-0.2,0.24,0.38,-0.19,0.18999999999999995,0.37,0.0,1.0,0.0,1.0,50499.0,50499.0,50499.0,0.0,1.0,2020.0,2020.0,1.0,IPG,Communication Services,Large Cap,
1219898,BRIDGEFORD GREGORY M,0.35,0.62,0.52,0.11,-0.02,-0.03,0.04,0.05,0.11,0.24,0.64,0.55,0.31,0.57,0.41000000000000003,1.0,1.0,1.0,16.0,9896.0,31562.875,505006.0,0.0,1.0,2021.0,2021.0,1.0,DLTR,Consumer Staples,Large Cap,
1219923,NIBLOCK ROBERT A,0.00423677509249025,-0.0712078989093355,0.05070052371114209,-0.009521452938067554,0.04075577763897564,0.10022726180752414,0.02312785278431749,-0.010638062749243268,0.05698890116753952,0.013758228030557804,-0.11196367654831114,-0.049526738096382056,-0.01889107769182724,-0.06056983616009223,-0.0062883774563974315,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,141000.0,208130.0,624390.0,322.0,2.0,2020.0,2022.0,3.0,LW,Consumer Staples,Large Cap,
1220183,KOCH CHARLES JOHN,-0.04405647721833858,0.08820968970561469,0.2487214765779309,0.15662505140114463,0.25787128479267646,0.3401896955029897,0.12752539722130468,0.22256088929036089,0.30481883203117094,-0.2006815286194832,-0.16966159508706177,-0.09146821892505883,-0.17158187443964326,-0.1343511995847462,-0.056097355453240044,0.0,0.5,0.5,4.0,98800.0,370857.5,1483430.0,182.0,1.0,2018.0,2020.0,3.0,CFG,Financials,Large Cap,
1220191,NEU RICHARD W,-0.23884530722752095,-0.009373693219918112,-0.07723362678780708,0.12334454130294746,0.20531708797516413,0.2597134950271882,0.09332077784828577,0.25773450667140096,0.2811739218577,-0.36218984853046843,-0.21469078119508223,-0.3369471218149953,-0.3321660850758067,-0.26710819989131906,-0.3584075486455071,0.0,0.0,0.0,10.0,1352.0,41681.65,416816.5,160.0,1.0,2016.0,2020.0,4.0,HBAN,Financials,Large Cap,
1220410,MCKEON JAMES V,0.98,1.99,2.78,0.02,0.06,0.17,-0.03,0.08,0.31,0.96,1.93,2.61,1.01,1.91,2.4699999999999998,1.0,1.0,1.0,1.0,41500.0,41500.0,41500.0,0.0,1.0,2015.0,2015.0,1.0,GEN,Information Technology,Large Cap,
1220945,GERLACH JOHN B JR,-0.72,-0.59,-0.63,0.05,0.17,0.24,0.07,0.36,0.36,-0.77,-0.76,-0.87,-0.79,-0.95,-0.99,0.0,0.0,0.0,1.0,100000.0,100000.0,100000.0,0.0,1.0,2016.0,2016.0,1.0,HBAN,Financials,Large Cap,
1221184,RHINES WALDEN C,0.09770687570475634,-0.08651201652016793,0.016699226975695244,0.12229312429524367,0.047706875704756346,0.09908351107910934,0.178623364625647,0.09908351107910934,0.17614846414063878,-0.02458624859048733,-0.13421889222492428,-0.0823842841034141,-0.08091648892089068,-0.18559552759927728,-0.15944923716494352,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,108000.0,245356.66666666666,736070.0,1335.0,1.0,2016.0,2023.0,2.0,QRVO,Information Technology,Mid Cap,
1221429,FERRAIOLI BRIAN K,0.11084092994041175,0.27721550947544155,0.4226440324966735,0.10690302238898484,0.08082799573543145,0.08366984305396001,0.03921452597998298,0.0779150722745192,0.05274048116895461,0.0039379075514269085,0.1963875137400101,0.33897418944271346,0.07162640396042877,0.19930043720092233,0.36990355132771885,0.4444444444444444,0.6666666666666666,0.5555555555555556,9.0,15650.0,67220.55555555556,604985.0,205.0,1.0,2017.0,2022.0,4.0,VST,Utilities,Large Cap,
1221433,GOSS MARTHA CLARK,0.010053918390395919,-0.01,-0.02472072448915567,0.15527927551084433,0.1802523163156464,0.010558551021688662,0.06502695919519795,0.15832434693493402,0.13198188777110828,-0.14522535712044843,-0.1902523163156464,-0.03527927551084433,-0.05497304080480203,-0.16832434693493403,-0.15670261226026394,0.5,0.0,0.5,2.0,7899.92,8367.275,16734.55,910.0,1.0,2021.0,2023.0,2.0,AWK,Utilities,Large Cap,
1221455,Ladhani Holli C.,0.65,0.96,1.4,0.06,-0.08,-0.09,0.37,0.55,0.88,0.5900000000000001,1.04,1.49,0.28,0.4099999999999999,0.5199999999999999,1.0,1.0,1.0,1.0,1714.3,1714.3,1714.3,0.0,1.0,2021.0,2021.0,1.0,MRO,Energy,Large Cap,
1221547,DATTILO THOMAS A,-0.1446930412936901,-0.18530695870630992,-0.1604092782750799,-0.00856752603722042,0.1859208761189297,0.30999999999999994,-0.0732605673309105,0.03571623698138979,0.24020463913753992,-0.13612551525646968,-0.37122783482523963,-0.47040927827507983,-0.07143247396277959,-0.2210231956876997,-0.4006139174126198,0.0,0.0,0.0,2.0,200800.0,204995.0,409990.0,7.0,1.0,2019.0,2019.0,1.0,LHX,Industrials,Large Cap,
1221590,BIENAIME JEAN JACQUES,-0.11978394743502022,-0.4085554941089355,-0.39787602988180376,0.07654812676333574,0.12112122376671948,0.16032506303485902,0.08542474715757307,0.08469185561502339,0.20968206060719677,-0.19633207419835597,-0.529676717875655,-0.5582010929166628,-0.20520869459259328,-0.4932473497239589,-0.6075580904890006,0.2857142857142857,0.2857142857142857,0.2857142857142857,7.0,34310.0,76205.0,533435.0,96.0,1.0,2017.0,2018.0,2.0,INCY,Health Care,Large Cap,
