ACCESSION_NUMBER,FILING_DATE,PERIOD_OF_REPORT,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,GICS_SECTOR,GICS_SUB_INDUSTRY,OWNER_CIK,OWNER_NAME,OWNER_RELATIONSHIP,SECURITY_TITLE,TRANS_DATE,TRANS_SHARES,TRANS_PRICEPERSHARE,DIRECT_INDIRECT_OWNERSHIP,SHARES_OWNED_FOLLOWING_TRANSACTION,6 Month Price,1 Year Price,18 Month Price,Market Cap
0001209191-14-035721,5/21/2014,5/20/2014,1590955,"Paycom Software, Inc.",PAYC,Industrials,Human Resource & Employment Services,1227984,PETERS FREDERICK C II,Director,Common Stock,2014-05-20 00:00:00+00:00,2000,13.81,D,7000,25.36026382446289,35.21216965,42.08283996582031,13372971008
0001209191-14-035284,5/19/2014,5/16/2014,1575828,Frank's International N.V.,FI,Financials,Transaction & Payment Processing Services,1583845,Mosing D. Keith,"Director,Officer,TenPercentOwner","Common stock, par value Euro 0.01 per share",2014-05-16 00:00:00+00:00,34320,22.91,D,129320,35.04499816894531,40.49000168,47.189998626708984,1.25708E+11
0001209191-14-035284,5/19/2014,5/16/2014,1575828,Frank's International N.V.,FI,Financials,Transaction & Payment Processing Services,1583845,Mosing D. Keith,"Director,Officer,TenPercentOwner","Common stock, par value Euro 0.01 per share",2014-05-16 00:00:00+00:00,10000,22.94,I,12550,35.04499816894531,40.49000168,47.189998626708984,1.25708E+11
0001209191-14-035284,5/19/2014,5/16/2014,1575828,Frank's International N.V.,FI,Financials,Transaction & Payment Processing Services,1583845,Mosing D. Keith,"Director,Officer,TenPercentOwner","Common stock, par value Euro 0.01 per share",2014-05-16 00:00:00+00:00,10000,22.94,I,12550,35.04499816894531,40.49000168,47.189998626708984,1.25708E+11
0000904454-14-000464,5/16/2014,5/14/2014,1260221,TransDigm Group INC,TDG,Industrials,Aerospace & Defense,1234544,SMALL ROBERT J,Director,Common Stock,2014-05-14 00:00:00+00:00,11723,183.74,I,179886,128.1005096435547,149.96823120117188,153.4347381591797,70455001088
0001225208-14-013138,5/16/2014,5/16/2014,33185,EQUIFAX INC,EFX,Industrials,Research & Consulting Services,1201938,TEMPLETON MARK B,Director,Common Stock,2014-05-16 00:00:00+00:00,3500,70.33,I,6800,70.66998291015625,89.94237518310547,95.72988891601562,32420884480
0001294671-14-000050,5/16/2014,5/15/2014,91576,KEYCORP /NEW/,KEY,Financials,Regional Banks,1058933,COOLEY CHARLES P,Director,Common Shares,2014-05-15 00:00:00+00:00,2000,13.15,D,5000,9.149582862854004,10.329106330871582,8.920806884765625,19349833728
0001140361-14-020591,5/13/2014,5/13/2014,884887,ROYAL CARIBBEAN CRUISES LTD,RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1309426,Brock John,Director,Common Stock,2014-05-13 00:00:00+00:00,4717,52.61,D,6981,59.87559509277344,64.64498138427734,87.96267700195312,65621635072
0000059478-14-000110,5/13/2014,5/12/2014,59478,LILLY ELI & CO,LLY,Health Care,Pharmaceuticals,1173275,TAI JACKSON P,Director,Common Stock,2014-05-12 00:00:00+00:00,15457,59.19,D,30480,55.673866271972656,61.15760803222656,68.47922516,7.15271E+11
0000059478-14-000110,5/13/2014,5/12/2014,59478,LILLY ELI & CO,LLY,Health Care,Pharmaceuticals,1173275,TAI JACKSON P,Director,Common Stock,2014-05-12 00:00:00+00:00,1700,59.14,D,32180,55.673866271972656,61.15760803222656,68.47922516,7.15271E+11
0001127602-14-017221,5/12/2014,5/12/2014,318154,AMGEN INC,AMGN,Health Care,Biotechnology,1396482,Bradway Robert A,"Director,Officer",Common Stock,2014-05-12 00:00:00+00:00,894,111.77,D,185013,122.12899017333984,121.73994445800781,119.7114258,1.52052E+11
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,800000,39.56,I,6270501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,600000,39.58,I,6870501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,463000,39.54,I,5470501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,300000,39.49,I,4720000,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-08 00:00:00+00:00,287501,39.5,I,5007501,41.53918457,40.38634109,48.11894226074219,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351069,"ValueAct Capital Management, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418813,"ValueAct Holdings GP, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1579734,"ValueAct Co-Invest Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418812,"VA Partners I, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1351073,"ValueAct Capital Management, LLC",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1418814,"ValueAct Holdings, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1325920,Morfit G Mason,DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001418812-14-000020,5/12/2014,5/8/2014,789019,MICROSOFT CORP,MSFT,Information Technology,Systems Software,1464912,"ValueAct Capital Master Fund, L.P.",DirectorOther,Common Stock,2014-05-09 00:00:00+00:00,500000,39.59,I,7370501,41.539180755615234,41.29438781738281,48.118927001953125,3.14837E+12
0001266432-14-000059,5/12/2014,5/8/2014,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106231,CONRADES GEORGE H,Director,"Common Stock, par value $.01 per share",2014-05-08 00:00:00+00:00,9500,52.28,D,1002587,60.13999938964844,75.23999786376953,62.380001068115234,14124343296
0001584746-14-000019,5/12/2014,5/9/2014,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1031190,KINDER RICHARD D,"Director,Officer,TenPercentOwner",Class P Common Stock,2014-05-09 00:00:00+00:00,100000,32.36,D,231987275,23.14565086364746,26.27071189880371,16.43456268310547,62805762048
0000950138-14-000430,5/9/2014,5/8/2014,32604,EMERSON ELECTRIC CO,EMR,Industrials,Electrical Components & Equipment,1183428,STEPHENSON RANDALL L,Director,Common Stock,2014-05-08 00:00:00+00:00,7455,67.06,D,30279,48.68688201904297,44.29100799560547,38.19145584106445,75608522752
0001019687-14-001745,5/9/2014,5/8/2014,27904,DELTA AIR LINES INC /DE/,DAL,Industrials,Passenger Airlines,1238512,BOSTOCK ROY J,Director,Common Stock,2014-05-08 00:00:00+00:00,2000,38.18,D,69580,37.83085250854492,40.36067199707031,45.81136703491211,41181835264
0001225208-14-012595,5/9/2014,5/8/2014,5272,AMERICAN INTERNATIONAL GROUP INC,AIG,Financials,Multi-line Insurance,1187349,JURGENSEN WILLIAM G,Director,Common Stock,2014-05-08 00:00:00+00:00,5000,52.59,D,15000,42.51471710205078,46.612510681152344,49.29080581665039,48117575680
0000950138-14-000418,5/9/2014,5/8/2014,32604,EMERSON ELECTRIC CO,EMR,Industrials,Electrical Components & Equipment,1023260,GOLDEN ARTHUR F,Director,Common Stock,2014-05-08 00:00:00+00:00,3000,67.12,D,49476,48.68688201904297,44.29100799560547,38.19145584106445,75608522752
0001019687-14-001705,5/8/2014,5/6/2014,1144519,Bunge LTD,BG,Consumer Staples,Agricultural Products & Services,1606894,Thomsen Brian,Officer,Common Stock,2014-05-06 00:00:00+00:00,10000,75.84,D,13241,67.17919922,66.79381561279297,56.12001037597656,12530127872
0001534701-14-000078,5/8/2014,5/6/2014,1534701,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,1194624,TILTON GLENN F,Director,Common Stock,2014-05-06 00:00:00+00:00,5900,84.41,D,5900,51.482601165771484,56.166202545166016,66.30793762207031,55332261888
0001534701-14-000077,5/8/2014,5/6/2014,1534701,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,1315638,Loomis William R Jr,Director,Common Stock,2014-05-06 00:00:00+00:00,5907,84.57,I,27267,51.482601165771484,56.166202545166016,66.30793762207031,55332261888
0001225208-14-012470,5/8/2014,5/7/2014,715957,DOMINION RESOURCES INC /VA/,D,Utilities,Multi-Utilities,1604533,Cardiff Michele L,Officer,Common Stock,2014-05-07 00:00:00+00:00,295,70.97,D,8299.79,47.53034973144531,46.77909469604492,45.71933364868164,50148589568
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-05 00:00:00+00:00,87362,138.27,I,27028069,158.44000244140625,187.49000549316406,190.10000610351562,56442068992
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-05 00:00:00+00:00,82130,137.48,I,26940707,158.44000244140625,187.49000549316406,190.10000610351562,56442068992
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-07 00:00:00+00:00,245303,139.45,I,27755422,158.58999633789062,183.91000366210938,190.25999450683594,56442068992
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-07 00:00:00+00:00,117452,138.8,I,27510119,158.58999633789062,183.91000366210938,190.25999450683594,56442068992
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-06 00:00:00+00:00,194423,138.58,I,27222492,159.30999755859375,185.6999969482422,189.22999572753906,56442068992
0001104659-14-036016,5/7/2014,5/5/2014,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,Communication Services,Cable & Satellite,1560385,Liberty Media Corp,TenPercentOwner,"Class A common stock, par value $.001 per share",2014-05-06 00:00:00+00:00,170175,138.99,I,27392667,159.30999755859375,185.6999969482422,189.22999572753906,56442068992
0001127602-14-016712,5/7/2014,5/5/2014,1022079,QUEST DIAGNOSTICS INC,DGX,Health Care,Health Care Services,1505998,GUINAN MARK,Officer,Common Stock,2014-05-05 00:00:00+00:00,4000,55.51,D,44222,50.06686782836914,59.04868698120117,57.614139556884766,18228981760
0001225208-14-012357,5/7/2014,5/5/2014,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HIG,Financials,Property & Casualty Insurance,1466857,Richardson Julie,Director,Common Stock,2014-05-05 00:00:00+00:00,500,35.37,I,1500,31.968276977539062,33.60798645019531,38.211830139160156,35871125504
0001225208-14-012357,5/7/2014,5/5/2014,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HIG,Financials,Property & Casualty Insurance,1466857,Richardson Julie,Director,Common Stock,2014-05-05 00:00:00+00:00,500,35.4,I,500,31.968276977539062,33.60798645019531,38.211830139160156,35871125504
0001225208-14-012357,5/7/2014,5/5/2014,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HIG,Financials,Property & Casualty Insurance,1466857,Richardson Julie,Director,Common Stock,2014-05-05 00:00:00+00:00,3000,35.42,D,3000,31.968276977539062,33.60798645019531,38.211830139160156,35871125504
0001225208-14-012357,5/7/2014,5/5/2014,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HIG,Financials,Property & Casualty Insurance,1466857,Richardson Julie,Director,Common Stock,2014-05-05 00:00:00+00:00,500,35.37,I,1000,31.968276977539062,33.60798645019531,38.211830139160156,35871125504
0001225208-14-012349,5/7/2014,5/6/2014,62996,MASCO CORP /DE/,MAS,Industrials,Building Products,1504646,O'HERLIHY CHRISTOPHER A,Director,Common Stock,2014-05-06 00:00:00+00:00,3000,20.11,D,10900,17.06020164489746,20.46216583251953,25.644371032714844,17380739072
0001225208-14-012335,5/7/2014,5/5/2014,19617,JPMORGAN CHASE & CO,JPM,Financials,Diversified Banks,1311487,Smith Gordon,Officer,Common Stock,2014-05-05 00:00:00+00:00,40,54.11,I,40,45.70574951171875,49.7409668,51.30776596069336,7.03244E+11
0001225208-14-012323,5/7/2014,5/6/2014,49196,HUNTINGTON BANCSHARES INC/MD,HBAN,Financials,Regional Banks,1220191,NEU RICHARD W,Director,Common Stock,2014-05-06 00:00:00+00:00,3950,9.03,D,123944,6.7875871658325195,7.508127689361572,7.831284523010254,26165108736
0001225208-14-012323,5/7/2014,5/6/2014,49196,HUNTINGTON BANCSHARES INC/MD,HBAN,Financials,Regional Banks,1220191,NEU RICHARD W,Director,Common Stock,2014-05-06 00:00:00+00:00,1150,9.02,D,125094,6.7875871658325195,7.508127689361572,7.831284523010254,26165108736
0001225208-14-012323,5/7/2014,5/6/2014,49196,HUNTINGTON BANCSHARES INC/MD,HBAN,Financials,Regional Banks,1220191,NEU RICHARD W,Director,Common Stock,2014-05-06 00:00:00+00:00,10000,9.04,D,119994,6.7875871658325195,7.508127689361572,7.831284523010254,26165108736
0001181431-14-018083,5/6/2014,5/2/2014,1043277,C H ROBINSON WORLDWIDE INC,CHRW,Industrials,Air Freight & Logistics,1498535,MacLennan David,Director,Common Stock,2014-05-02 00:00:00+00:00,400,58.84,D,1600,54.270896911621094,51.29686737060547,55.63471984863281,12480083968
0001225208-14-012273,5/6/2014,5/5/2014,715957,DOMINION RESOURCES INC /VA/,D,Utilities,Multi-Utilities,1189720,SZYMANCZYK MICHAEL E,Director,Common Stock,2014-05-05 00:00:00+00:00,5000,70.97,I,5000,46.71085739135742,47.47374344,47.55213928222656,50148589568
0001047862-14-000087,5/5/2014,4/30/2014,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1463822,Moore Elizabeth D,Officer,Common Stock,2014-04-30 00:00:00+00:00,39.79,55.85,D,26756.61,42.718467712402344,43.44005584716797,46.660377502441406,35188596736
0001047862-14-000086,5/5/2014,4/30/2014,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1358393,Ivey Craig S,Officer,Common Stock,2014-04-30 00:00:00+00:00,39.79,55.85,D,37864.75,42.718467712402344,43.44005584716797,46.660377502441406,35188596736
0001047862-14-000085,5/5/2014,4/30/2014,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1286157,OATES JOSEPH P,Officer,Common Stock,2014-04-30 00:00:00+00:00,9.95,55.85,D,20811.07,42.718467712402344,43.44005584716797,46.660377502441406,35188596736
0001047862-14-000084,5/5/2014,4/30/2014,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1423302,Nadkarni Gurudatta D,Officer,Common Stock,2014-04-30 00:00:00+00:00,37.22,55.85,D,4007.95,42.718467712402344,43.44005584716797,46.660377502441406,35188596736
